name,inst_id,country_code,type
Center for Research in Islamic Sciences and Civilization,I4405263625,DZ,education
Center of Research in Mechanics,I4405254307,DZ,education
Central University,I22265921,TW,education
Central University of Technology,I110603874,ZA,education
Centre Africain d'Études Supérieures en Gestion,I4210140978,SN,education
Centre d'Intelligence Artificielle et de Robotique du Mali,I4405259455,ML,education
Centre de Recherche en Aménagement du Territoire,I4405255456,DZ,education
"Centre for Mathematics, Science and Technology Education in Africa",I4405266622,KE,education
Centre Universitaire de Labé,I4210097318,GN,education
Centre Universitaire de Mila,I4210155582,DZ,education
Centre Universitaire Morsli Abdellah de Tipaza,I4405252898,DZ,education
Centre Universitaire Nour Bachir El Bayadh,I4210127484,DZ,education
Centro Nacional de Artesanato,I4405262752,CV,education
Chadli Bendjedid El Tarf University,I4405255384,DZ,education
Chalimbana University,I4405258622,ZM,education
Chartered Institute of Marketing Ghana,I4210141701,GH,education
Cheikh Anta Diop University,I96840727,SN,education
Chinhoyi University of Technology,I121645547,ZW,education
Chouaib Doukkali University,I4210125507,MA,education
Chrisland University,I4405253191,NG,education
Christian Bilingual University of Congo,I4210086733,CD,education
Christian Service University College,I2802427971,GH,education
Chuka University,I3132944300,KE,education
Chukwuemeka Odumegwu Ojukwu University,I121708413,NG,education
"Chukwuemeka Odumegwu Ojukwu University, Igbariam Campus",I4405259477,NG,education
Claretian University of Nigeria,I4405258325,NG,education
Clarke International University,I4210120173,UG,education
College of African Wildlife Management,I3129551310,TZ,education
College of Agriculture Science and Technology,I4210143625,IN,education
College of Business Education,I4210161264,TZ,education
"College of Education, Akwanga",I4405260319,NG,education
College of Electrical and Electronics Technology,I4405264338,LY,education
College of Science and Technology - University of Rwanda,I4405266314,RW,education
"College of Technical Science, Bani Walid",I4405261331,LY,education
College of Technical Sciences Derna,I4405257988,LY,education
Colleges of Medicine of South Africa,I2799983529,ZA,education
Comprehensive Autism and related Disabilities Education and Training,I4210094847,NG,education
"Confluence University of Science and Technology, Osara",I4405259310,NG,education
Copperbelt University,I32284924,ZM,education
Copperstone University,I4210087798,ZM,education
Corona College of Education,I4405258823,NG,education
Covenant University,I186771145,NG,education
Cranefield College,I4210097695,ZA,education
Crawford University,I3131076172,NG,education
Crescent University,I172614708,NG,education
Cuttington University,I3132763504,LR,education
D.S. Adegbenro ICT Polytechnic,I4405260115,NG,education
Da Vinci Institute,I4210104267,ZA,education
Dalanj University,I4210113743,SD,education
Dale Kietzman University,I4405259479,CM,education
Damanhour University,I169744251,EG,education
Damelin,I3130154354,ZA,education
Damietta University,I126427551,EG,education
Dar es Salaam Institute of Technology,I195608997,TZ,education
David Umahi Federal University of Health Sciences Uburu,I4405255170,NG,education
Daystar University,I44288286,KE,education
Debark University,I4210124803,ET,education
Debre Berhan University,I1282700336,ET,education
Debre Markos University,I916065895,ET,education
Debre Tabor University,I4210117424,ET,education
Dedan Kimathi University of Technology,I344018163,KE,education
"Delta State College of Education, Mosogar",I4405259924,NG,education
Delta State Polytechnic Ogwashi-Uku,I2802029997,NG,education
Dominion University College,I4210092569,GH,education
"Dominion University, Ibadan",I4405260474,NG,education
Dr. Hilla Limann Technical University,I4399657967,GH,education
Durban University of Technology,I177181097,ZA,education
East Africa Star University,I4405258526,BI,education
East Africa University,I4210153503,SO,education
East African University,I4210147335,KE,education
Eastern Africa Statistical Training Centre,I4405261030,TZ,education
Eastern and Southern African Management Institute,I3130103452,TZ,education
Eastern Technical University of Sierra Leone,I4405258066,SL,education
Ebonyi State University,I96009557,NG,education
Eckernforde Tanga University,I3129563930,TZ,education
École Africaine de la Météorologie et de l'Aviation Civile,I4210126159,NE,education
École Africaine des Métiers de l'Architecture et de l'Urbanisme,I4210136852,TG,education
Ecole Centrale Casablanca,I4387153621,MA,education
École d'Architecture de Casablanca,I4210128415,MA,education
"École d'Informatique, d'Électronique et d'Expertise Comptable",I4210151220,CD,education
École de Formation aux Carrières de Santé,I4210111056,MA,education
École de Gouvernance et d'Économie de Rabat,I4210162801,MA,education
Ecole de santé publique de Kinshasa,I4405259637,CD,education
École des Cadres,I4210108776,TG,education
École des Hautes Études Commerciales,I4210146550,DZ,education
École des Hautes Études Commerciales Techniques et Informatiques,I4210121488,MA,education
École des Hautes Études de Biotechnologie et de Santé,I4210114581,MA,education
École des Hautes Études Économiques et Commerciales,I4210157758,MA,education
École des Hautes Études en Ingénierie des Systèmes d'Information,I4210152110,MA,education
École des Sciences de I'information,I4210149368,MA,education
École Inter-États des Sciences et Médecine Vétérinaires de Dakar,I4210120110,SN,education
École Marocaine de Banque et de Commerce International,I4210158643,MA,education
École Marocaine des Sciences de l'Ingénieur,I4210113095,MA,education
Ecole Mohammadia d'Ingénieurs,I127336678,MA,education
Ecole Nationale d'Administration,I4405259365,CD,education
École Nationale d'Administration,I31571312,CA,education
École Nationale d'Administration de Madagascar,I4210124128,MG,education
École Nationale d'Administration et de Magistrature,I4210125146,CM,education
École Nationale d'Agriculture de Meknès,I4210142313,MA,education
École Nationale d'Ingénieurs de Gabès,I4210106624,TN,education
École Nationale de Commerce et de Gestion de Tanger,I4210132137,MA,education
École Nationale de Management et de l'Administration de la Santé,I4210107806,DZ,education
École Nationale Polytechnique d'Oran,I4210110082,DZ,education
Ecole Nationale Polytechnique de Constantine,I4405253128,DZ,education
"Ecole Nationale Supérieur des Télécommunications et des Technologies de l’Information et de la Communication, Abdelhafid Boussouf",I4210116811,DZ,education
École Nationale Supérieure Agronomique,I4210131653,FR,education
École Nationale Supérieure d'Agriculture,I4210130155,SN,education
École Nationale Supérieure d'Hydraulique,I4210141118,DZ,education
École Nationale Supérieure d'Informatique,I4210149016,DZ,education
Ecole Nationale Supérieure de Biotechnologie Taoufik Khaznadar,I4405255789,DZ,education
École Nationale Supérieure de l'Administration,I4210160877,MA,education
Ecole Nationale Supérieure de Sciences Politiques,I4405261793,DZ,education
École Nationale Supérieure de Statistique et d'Économie Appliquée,I4210116621,CI,education
École Nationale Supérieure de Technologie,I4210151183,DZ,education
Ecole Nationale Supérieure des Sciences de la Mer et de l'Aménagement du Littoral,I4210143099,DZ,education
Ecole Nationale Supérieure des Technologies Avancées,I4405259037,DZ,education
École Nationale Supérieure Maritime,I4210145950,FR,education
École Nationale Supérieure Polytechnique de Yaoundé,I4405261900,CM,education
École Normale d'Administration,I4405261224,BI,education
École Normale Supérieure,I29607241,FR,other
École Normale Supérieure - Marrakech,I4210109889,MA,education
École Normale Supérieure Casablanca,I4210087544,MA,education
École Normale Supérieure d'Abidjan,I4210153303,CI,education
Ecole Normale Supérieure d'Oran,I4405265479,DZ,education
École Normale Supérieure de Bou Saada,I4405253935,DZ,education
École Normale Supérieure de Bouzareah Alger,I4210162380,DZ,education
École Normale Supérieure de Constantine,I4210131710,DZ,education
École Normale Supérieure de Fès,I4405263140,MA,education
École Normale Supérieure de Kouba,I4210133935,DZ,education
École Normale Supérieure de l'Enseignement Technique de Mohammedia,I4210121980,MA,education
École Normale Supérieure de Mostaganem,I4405264004,DZ,education
École Normale Supérieure de Nouakchott,I4210123084,MR,education
École Normale Supérieure de Saida,I4405266436,DZ,education
École Normale Supérieure de Sétif,I4405258354,DZ,education
École Normale Supérieure de Tétouan,I4210157007,MA,education
Ecole Normale Supérieure of Laghouat,I4405252934,DZ,education
École Polytechnique d'Architecture et d'Urbanisme,I4210121355,DZ,education
École Polytechnique de Thiès,I4210151598,SN,education
École Polyvalente Supérieure d'Informatique et d'Électronique,I4210165873,MA,education
École Royale de l'Air de Marrakech,I4210167216,MA,education
École Royale Navale,I4210165748,MA,education
École Supérieure Algérienne des Affaires,I4210134620,DZ,education
Ecole Supérieure d'Agronomie Mostaganem,I4391767903,DZ,education
École Supérieure d'Architecture d'Intérieur,I4210132445,MA,education
École Supérieure d'Informatique Appliquée,I4210166634,MA,education
École Supérieure d'Informatique Appliquée à la Gestion,I4210136946,MA,education
École Supérieure d'Informatique et de Management des Affaires,I4210128639,MA,education
École Supérieure de Banque,I4210133014,DZ,education
École Supérieure de Commerce,I92834545,FR,education
École Supérieure de Communication et de Publicité,I4210113278,MA,education
École Supérieure de Design et des Arts Visuels,I4210105638,MA,education
École Supérieure de Génie Civil Véréchaguine AK,I4405260179,BJ,education
École Supérieure de Gestion,I4210122636,MA,education
École Supérieure de Gestion et des Sciences de l'Informatique,I4210122636,MA,education
École Supérieure de la Magistrature,I4210100017,DZ,education
École Supérieure de la Sécurité Sociale,I4405261690,DZ,education
École Supérieure de Management,I4210148686,MA,education
École Supérieure de Management Appliqué,I4210143618,MA,education
École Supérieure de Psychologie,I4210113843,MA,education
École Supérieure des Études Administratives et Commerciales,I4210106046,TN,education
École Supérieure des Industries du Textile et de l'Habillement,I4210117880,MA,education
École Supérieure des Ingénieurs de l'Équipement Rural,I4210134946,TN,education
"École Supérieure des Multimédia, Informatique & Réseaux",I4210087104,MA,education
École Supérieure des Sciences de l'Ingénierie Commerciale,I4210144919,MA,education
École Supérieure des Télécommunications,I4210102205,MA,education
École Supérieure en Informatique de Sidi Bel Abbes,I4405257191,DZ,education
Ecole supérieure en science et technologies de l'informatique et du numérique,I4391012564,DZ,education
École Supérieure en Sciences Appliquées de Tlemcen,I4210136442,DZ,education
École Supérieure Internationale de Gestion,I4210149562,MA,education
École Supérieure Multinationale des Télécommunications,I4210102508,SN,education
École supérieure polytechnique d'Antananarivo,I4405261264,MG,education
École Supérieure Polytechnique d'Antsiranana,I4210147653,MG,education
École Supérieure Privée d'Ingénierie et de Technologies,I4210112335,TN,education
École Supérieure Vinci,I4210101071,MA,education
Eden University,I4405256428,ZM,education
Edexcel University,I4210124049,BJ,education
Edna Adan University,I4210146631,SO,healthcare
Edo State University Uzairue,I4210149225,NG,education
Eduardo Mondlane University,I16904388,MZ,education
Education for All Campaign Network,I4405262501,GM,education
Eduvos,I4405257722,ZA,education
Edwin Clark University,I4210093552,NG,education
Egerton University,I195931504,KE,education
Egypt-Japan University of Science and Technology,I32619867,EG,education
Egyptian Aviation Academy,I4210147990,EG,education
Egyptian Chinese University,I4405264406,EG,education
Egyptian College of Critical Care Physicians,I4210110768,EG,education
Egyptian e-Learning University,I2801005815,EG,education
Egyptian Institute of Alexandria Academy for Administration & Accounting,I4210136155,EG,education
Egyptian Russian University,I67337280,EG,education
Egyptian Universities Network,I4210125922,EG,education
Ekiti State University,I13144388,NG,education
El Asher University,I2800746572,EG,education
El Shorouk Academy,I27367753,EG,education
Elizade University,I3132355903,NG,education
Elsahel Teaching Hospital Cairo Egypt,I4405262271,EG,education
ElSewedy University of Technology,I4405257719,EG,education
Elsheikh Abdallah Elbadri University,I4387154848,SD,education
Emir Abdelkader University of Islamic Sciences,I4210132801,DZ,education
"Emmanuel Alayande University of Education, Oyo",I4405254776,NG,education
Enieg Oxford University Institute,I4405258591,CM,education
ENSIT,I4405254846,TN,education
Enugu State University of Science and Technology,I131561025,NG,education
Equator University of Science and Technology,I4405257387,UG,education
Ernest Cook University,I4405259962,UG,education
ESCA Ecole de Management,I4210161322,MA,education
Escola Superior de Jornalismo,I4210095136,MZ,education
Escola Superior Pedagógica do Cuanza Norte,I4405255509,AO,education
ESEP-LE BERGER University,I4210136036,BJ,education
Espam Formation University,I4210100249,BJ,education
Établissement Dar El Hadith El Hassania,I4210116093,MA,education
Ethiopian Civil Service University,I4210088351,ET,education
Ethiopian Defence University,I4210147662,ET,education
Ethiopian Institute of Agricultural Research,I49595703,ET,education
Ethiopian Institute of Water Resources,I4387155736,ET,education
Ethiopian Police University College,I2801867916,ET,education
Euclid University,I2800907438,GM,education
Euro-Mediterranean University of Fes,I4210139255,MA,education
Evangelical Presbyterian University College,I2891818910,GH,education
Evelyn Hone College,I4210110204,ZM,education
Evolutionary Engineering & Distributed Information Systems Laboratory,I4405255857,DZ,education
Examinations Council of Zambia,I4405260477,ZM,education
Experiential Higher Institute of Science and Technology (EXHIST),I4405258056,CM,education
Ez-Zitouna University,I3131082147,TN,education
Faculty of Economics and Management of Sfax,I4405255911,TN,education
Faculty of Sciences of Sfax,I4405252705,TN,education
Fairland University,I4210151226,UG,education
Fayoum University,I66513531,EG,education
FCT College of Education,I4210086517,NG,education
Federal College of Agrioculture Ishiagu,I4405263005,NG,education
Federal College of Animal Health and Production Technology Ibadan,I4405255598,NG,education
Federal College of Education (Technical) Asaba,I4405254773,NG,education
Federal College of Education (Technical) Bichi,I4405253362,NG,education
Federal College of Education (Technical) Ekiadolor,I4405266160,NG,education
Federal College of Education Gidan Madi,I4405263068,NG,education
"Federal College of Education, Eha-Amufu",I4405255394,NG,education
"Federal College of Education, Iwo",I4387153594,NG,education
"Federal College of Education, Kano",I4210097403,NG,education
Federal College of Fisheries and Marine Technology,I2799941459,NG,education
Federal College of Medical Laboratory Science and Technology,I4405257393,NG,education
Federal Institute of Industrial Research Oshodi,I4210159071,NG,education
Federal Polytechnic Ayede,I4405260554,NG,education
Federal Polytechnic Damaturu,I4405261249,NG,education
Federal Polytechnic Ede,I4210128877,NG,education
Federal Polytechnic Kabo,I4405263537,NG,education
Federal Polytechnic Nekede,I4210126124,NG,education
Federal Polytechnic Ohodo,I4405257199,NG,education
Federal Polytechnic Oko,I4210095568,NG,education
Federal Polytechnic Orogun,I4405257058,NG,education
Federal Polytechnic Wannune,I4405256895,NG,education
"Federal Polytechnic, Ile-Oluji, Ondo State",I4405254306,NG,education
"Federal Polytechnic, Ukana",I4405261745,NG,education
"Federal School of Surveying, Oyo",I4405265518,NG,education
Federal University Birnin Kebbi,I2801684251,NG,education
Federal University Gashua,I4405257910,NG,education
Federal University Kashere,I4210148832,NG,education
Federal University Lafia,I2800437794,NG,education
Federal University Lokoja,I2800190170,NG,education
Federal University of Agriculture,I18045400,NG,education
Federal University of Agriculture Zuru,I4405254079,NG,education
"Federal University of Allied Health Sciences, Enugu",I4405260661,NG,education
"Federal University of Health Sciences, Ila-Orangun",I4405252860,NG,education
"Federal University of Health Sciences, Otukpo",I4405256319,NG,education
Federal University of Petroleum Resource Effurun,I891860020,NG,education
Federal University of Technology,I180664298,NG,education
Federal University of Technology Ikot Abasi,I4405259366,NG,education
Federal University of Technology Minna,I76661892,NG,education
Federal University of Technology Owerri,I16443873,NG,education
"Federal University of Technology, Babura",I4405253586,NG,education
Federal University Otuoke,I2799775433,NG,education
Federal University Oye Ekiti,I43427933,NG,education
Fezzan University,I4405255308,LY,education
Fins Medical University,I4210126313,UG,education
Fisheries Education and Training Agency,I4405255388,TZ,education
FOMIC Polytechnic University Institute,I4405258116,CM,education
Fountain University,I123698207,NG,education
Freetown Polytechnic,I4405261711,SL,education
French University of Egypt,I50050410,EG,education
Future Academy,I4210156809,EG,education
Future University in Egypt,I186217134,EG,education
Gaborone University College Of Law and Professional Studies,I4210089181,BW,education
Gadarif University,I60286554,SD,education
Gamal Abdel Nasser University of Conakry,I4210092501,GN,education
Gambia National Library Service Authority,I4405262934,GM,education
Garden City University College,I91465866,GH,education
Gateway ICT Polytechnic Saapade,I4405260666,NG,education
German International University,I4405266782,EG,education
German University in Cairo,I96823368,EG,education
Ghana Armed Forces Command and Staff College,I4210142783,GH,education
Ghana Baptist University College,I3132997995,GH,education
Ghana Christian University College,I4210120882,GH,education
Ghana College of Physicians and Surgeons,I4210129436,GH,education
Ghana Communication Technology University,I898088062,GH,education
Ghana Institute of Languages,I3132519419,GH,education
Ghana Institute of Management and Public Administration,I56822791,GH,education
Giza Engineering Institute,I4405253815,EG,education
Global Centre for Academic Research,I4405260214,ZA,education
Global Wealth University,I4405264475,TG,education
Glorious Vision University,I3130112746,NG,education
Godfrey Okoye University,I3131422684,NG,education
Gollis University,I3129810703,SO,education
Gombe State College of Health Sciences and Technology Kaltungo,I4405253428,NG,education
Gombe State University,I876237426,NG,education
Great Lakes University of Kisumu,I907303451,KE,education
Great Zimbabwe University,I117467261,ZW,education
Green Hope University,I4405263428,SO,education
Greenfield University,I4405266775,NG,education
Greenside Design Center College of Design,I4210125801,ZA,education
Gregory University Uturu,I4210160143,NG,education
Gretsa University,I3130706911,KE,education
Groupe AFI,I4210102561,SN,education
Groupe École Supérieure de Commerce de Dakar,I4210153708,SN,education
Groupe Institut des Hautes Études Économiques et Sociales,I4210105111,MA,education
Gulu University,I133388076,UG,education
Gwanda State University,I3132732495,ZW,education
Gweru Polytechnic Institute,I4210096293,ZW,education
Haramaya University,I153487414,ET,education
Harare Institute of Technology,I173434221,ZW,education
Hassan Usman Katsina Polytechnic,I3130709561,NG,education
Hassania School of Public Works,I75880681,MA,education
Hassiba Benbouali University of Chlef,I4210164694,DZ,education
Haute École de Commerce et de Management,I4210141539,BJ,education
Hautes Études Chrétiennes de Management et de Mathématiques Appliquées,I4210091557,MG,education
Hawassa University,I193649603,ET,education
Health International Private University,I4210145742,TN,education
Hebron Theological College,I4210166538,ZA,education
Helderberg College,I2801433745,ZA,education
Heliopolis University,I3130228804,EG,education
Helix Biogen Institute,I4405263704,NG,education
Helwan University,I84058292,EG,education
Hensard University,I4405259878,NG,education
Heritage Christian University,I263341422,US,education
Heritage Polytechnic,I4405264009,NG,education
HIBMAT University Institute of Buea,I4405258473,CM,education
High Institute For Computers and Management Information Systems,I4210158144,EG,education
High Institute for Management Sciences,I4210139959,EG,education
High Institute of Management and Entrepreneurship,I4210090543,CM,education
High-Tech Rabat-Agdal,I4210137934,MA,education
Higher Institute for Qualitative Studies,I4210152378,EG,education
"Higher Institute for Tourism, Hotels and Computer",I4210129808,EG,education
Higher Institute of Advanced Studies,I4210092288,EG,education
Higher Institute of Applied Arts,I4210156448,EG,education
Higher Institute of Computer Science and Management Technology,I4210166287,EG,education
Higher Institute of Engineering,I4210120363,EG,education
"Higher Institute of Engineering and Technology, Kafrelsheikh",I4405258352,EG,education
Higher Institute of Engineering Technologies Tripoli,I4405265941,LY,education
Higher Institute of Food Industries of Tunis,I4210099641,TN,education
Higher Institute of Islamic Studies,I4210105489,EG,education
Higher Institute of Medical Sciences and Technologies,I4405260816,LY,education
"Higher Institute of Mining, Industry and Geology",I4210103479,NE,education
Higher Institute of Science and Technology Tajoura,I4405259189,LY,education
"Higher Institute of Science and Technology, Qaser Bin Ghashir, Libya",I4405266692,LY,education
Higher Institute of Social Service,I4210105102,EG,education
Higher Knowledge Institute of Languages ​​and Translation,I4210152084,EG,education
"Higher National School of Renewable Energies, Environment & Sustainable Development",I4405256489,DZ,education
Higher National Veterinary School,I3133097027,DZ,education
Higher School of Management of Tlemcen,I4405254071,DZ,education
Higher School of Saharan Agriculture - El Oued,I4405258179,DZ,education
Higher Technological Institute,I160419504,EG,education
"Higher Technological Institute, 6th of October City",I4405256362,EG,education
Hillside Teachers' College,I4405262561,ZW,education
Ho Technical University,I2803198,GH,education
Hope Africa University,I165390105,ZA,education
Hope University,I44852757,GB,education
Hormuud University,I4210110003,SO,education
Horseed International University,I4210097056,SO,education
Hubert Kairuki Memorial University,I95541853,TZ,education
Hussaini Adamu Federal Polytechnic,I4405258719,NG,education
Hypatia of Alexandria Institute for Reflexion and Studies,I4210089085,MA,education
Ibrahim Badamasi Babangida University,I4210151986,NG,education
IGAD Sheikh Technical Veterinary School and Reference Centre,I4210123672,SO,education
Igbinedion University,I87477611,NG,education
IIE MSA,I35496013,ZA,education
